"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",9,"Personal Travel","Eco",2065,"1","4","1","1","1","2","2","4","5","4","4","2","3","2",144,117,"neutral or dissatisfied"
"Male","disloyal Customer",43,"Business travel","Eco",378,"3","0","4","5","2","4","2","2","3","5","5","1","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco Plus",1670,"3","2","3","2","3","3","3","3","4","1","3","2","2","3",14,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",2235,"3","5","3","3","2","4","4","5","5","5","5","3","5","5",1,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",3841,"1","1","1","1","3","4","5","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","disloyal Customer",23,"Business travel","Eco",627,"3","3","3","5","1","3","1","1","2","2","4","4","3","1",58,57,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business travel","Business",1635,"2","2","2","2","5","2","3","2","2","2","2","1","2","3",0,16,"neutral or dissatisfied"
"Male","Loyal Customer",21,"Personal Travel","Eco",714,"2","4","2","2","1","2","1","1","3","5","4","3","5","1",123,105,"neutral or dissatisfied"
"Female","disloyal Customer",39,"Business travel","Eco",102,"2","0","2","3","5","2","5","5","2","5","2","3","2","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",50,"Business travel","Business",1464,"3","3","3","5","4","3","4","4","4","3","5","4","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Personal Travel","Eco",550,"2","3","2","4","4","2","4","4","1","1","4","4","3","4",3,5,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Eco",2409,"3","3","3","5","4","3","3","4","5","1","4","5","1","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",30,"Business travel","Business",1276,"5","5","5","1","5","5","5","5","4","4","4","4","4","5",42,23,"satisfied"
"Male","Loyal Customer",44,"Business travel","Business",373,"3","2","3","3","3","4","1","3","3","3","3","5","3","5",0,0,"satisfied"
"Female","Loyal Customer",11,"Personal Travel","Eco",862,"1","4","2","3","2","2","3","2","4","4","4","4","4","2",1,21,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Business",101,"3","2","3","3","4","5","5","4","2","3","3","5","5","4",0,1,"satisfied"
"Male","disloyal Customer",34,"Business travel","Business",522,"2","2","2","2","2","3","3","1","4","3","3","3","3","3",141,125,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Eco",192,"5","4","5","1","4","5","1","4","3","5","2","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",66,"Business travel","Eco",600,"3","1","1","1","3","3","3","3","2","4","4","1","3","3",6,1,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",869,"2","5","2","2","1","2","1","1","5","2","1","1","1","1",12,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Business",577,"3","2","2","5","3","2","3","3","3","2","5","3","5","3",28,24,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",3479,"5","5","5","5","2","3","3","4","4","4","5","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",408,"0","5","0","1","4","0","1","4","2","1","1","1","4","4",10,38,"satisfied"
"Male","Loyal Customer",23,"Business travel","Business",1654,"4","4","4","4","2","2","2","2","3","3","5","4","5","2",0,0,"satisfied"
"Male","Loyal Customer",34,"Business travel","Eco",150,"5","5","5","5","5","5","5","5","3","4","5","2","1","5",0,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Eco",954,"5","2","2","2","2","2","1","5","5","5","5","4","5","5",0,0,"satisfied"
"Female","Loyal Customer",27,"Business travel","Business",1440,"1","1","2","1","4","4","4","4","5","3","4","3","5","4",56,129,"satisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco",436,"4","4","4","3","4","4","4","4","5","3","5","3","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",15,"Personal Travel","Business",872,"4","2","4","3","4","4","4","4","3","5","4","1","4","4",21,17,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",551,"2","2","2","2","4","4","4","5","5","5","5","3","5","3",1,0,"satisfied"
"Male","Loyal Customer",59,"Personal Travel","Eco",212,"3","3","3","3","4","3","4","4","2","1","2","3","4","4",2,0,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Business",2092,"3","3","3","3","5","5","4","4","4","5","4","5","4","3",0,0,"satisfied"
"Male","Loyal Customer",66,"Personal Travel","Eco",337,"3","5","3","5","1","3","1","1","3","3","4","3","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",101,"3","3","3","3","3","2","5","4","4","4","4","2","4","2",0,3,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",731,"2","2","2","2","4","5","4","5","5","5","5","4","5","4",0,31,"satisfied"
"Male","Loyal Customer",67,"Personal Travel","Eco",387,"0","5","0","1","3","0","3","3","5","5","4","4","4","3",0,0,"satisfied"
"Male","disloyal Customer",38,"Business travel","Eco",862,"2","2","2","3","2","2","2","2","1","4","4","2","3","2",29,3,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",1400,"1","4","1","2","1","1","5","1","3","3","3","3","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Business travel","Eco Plus",528,"4","1","1","1","4","4","4","4","2","2","3","2","3","4",0,0,"satisfied"
"Female","Loyal Customer",22,"Personal Travel","Eco",1589,"3","4","3","4","3","3","3","3","4","2","3","4","5","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Eco",247,"1","0","1","3","5","1","5","5","2","1","1","5","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Business",2480,"5","5","4","5","3","4","5","2","2","3","2","4","2","5",1,0,"satisfied"
"Female","Loyal Customer",59,"Personal Travel","Eco",689,"2","5","2","1","3","4","4","2","2","2","4","3","2","3",9,9,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Personal Travel","Eco",1072,"3","2","3","3","2","3","2","2","1","3","3","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",2865,"1","5","5","5","2","4","3","1","1","1","1","1","1","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",15,"Personal Travel","Eco",386,"5","5","5","3","4","5","4","4","4","3","4","4","5","4",0,0,"satisfied"
"Male","Loyal Customer",33,"Business travel","Business",1337,"4","4","4","4","4","4","4","4","3","2","5","3","4","4",19,1,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",2345,"2","3","3","3","5","4","4","2","2","2","2","4","2","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Business travel","Business",1069,"5","5","5","5","5","5","5","5","2","2","5","5","3","5",14,14,"satisfied"
"Female","Loyal Customer",26,"Business travel","Business",163,"5","5","5","5","5","5","4","5","4","2","5","4","3","5",0,0,"satisfied"
"Male","disloyal Customer",21,"Business travel","Eco",859,"3","2","2","2","5","2","5","5","5","5","2","3","1","5",5,0,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Business travel","Eco",589,"3","5","5","5","3","3","3","3","2","4","1","2","2","3",0,8,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Personal Travel","Eco",226,"4","4","4","1","5","4","5","4","4","4","4","4","4","4",0,0,"satisfied"
"Male","Loyal Customer",28,"Personal Travel","Eco",606,"4","4","4","3","4","4","4","4","5","4","4","3","5","4",35,29,"satisfied"
"Male","disloyal Customer",25,"Business travel","Eco",1171,"5","5","5","2","2","5","2","2","4","5","5","3","5","2",24,0,"satisfied"
"Male","Loyal Customer",52,"Business travel","Business",1897,"4","4","4","4","3","5","4","4","4","4","4","4","4","3",8,10,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",1766,"3","5","2","5","3","3","3","2","3","4","4","3","3","3",108,133,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Personal Travel","Eco",409,"2","4","2","5","3","2","1","3","5","5","4","4","4","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",34,"Business travel","Eco Plus",588,"3","3","3","3","5","3","5","5","5","1","5","3","5","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",24,"Business travel","Eco",954,"3","3","3","3","5","3","5","5","1","2","3","4","2","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Personal Travel","Eco",237,"1","4","1","1","5","1","5","5","3","3","2","1","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",15,"Personal Travel","Eco",735,"2","5","2","2","2","2","2","2","5","3","1","4","3","2",0,8,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Personal Travel","Eco",2139,"3","5","3","2","1","3","1","1","5","5","4","3","4","1",0,13,"neutral or dissatisfied"
"Female","disloyal Customer",18,"Business travel","Eco",169,"3","4","3","3","4","3","4","4","1","4","3","1","3","4",4,34,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Personal Travel","Eco",325,"4","5","4","4","1","2","4","3","3","4","3","5","3","4",32,30,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Business travel","Business",2439,"2","2","2","2","1","2","5","5","5","5","5","1","5","3",0,0,"satisfied"
"Female","disloyal Customer",23,"Business travel","Eco",1353,"3","3","3","4","4","3","4","4","4","2","4","1","3","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",47,"Business travel","Eco",436,"3","3","3","3","4","3","4","4","3","4","3","1","4","4",16,22,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Business travel","Business",489,"4","4","4","4","5","5","5","5","4","4","2","1","5","5",36,36,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",1970,"1","1","1","1","3","3","5","5","5","5","5","3","5","5",82,82,"satisfied"
"Female","Loyal Customer",23,"Personal Travel","Eco",628,"1","5","1","4","1","1","1","1","5","5","4","4","5","1",0,29,"neutral or dissatisfied"
"Male","Loyal Customer",68,"Personal Travel","Eco",192,"2","3","2","4","1","2","3","1","1","1","4","3","3","1",3,0,"neutral or dissatisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",488,"3","2","3","3","4","3","3","4","2","3","3","4","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Personal Travel","Eco Plus",152,"3","4","3","1","1","3","1","1","5","3","5","4","4","1",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",10,"Business travel","Eco",979,"4","4","4","4","5","4","5","5","4","4","4","1","4","5",13,17,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Personal Travel","Eco",402,"1","4","1","3","1","1","1","1","5","5","4","4","4","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",36,"Business travel","Business",255,"3","2","2","1","5","2","5","5","3","3","5","4","5","5",6,1,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business travel","Business",528,"0","0","0","4","4","0","4","4","5","3","4","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",38,"Personal Travel","Eco",1044,"3","4","3","5","5","3","4","5","5","1","2","1","1","5",12,12,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",729,"1","1","1","1","1","4","2","4","4","4","4","5","4","1",1,0,"satisfied"
"Male","Loyal Customer",25,"Personal Travel","Eco",722,"5","3","5","4","4","5","4","4","2","2","5","1","3","4",0,0,"satisfied"
"Male","Loyal Customer",37,"Personal Travel","Eco",563,"2","3","2","3","2","3","4","3","1","2","3","4","1","4",63,133,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Personal Travel","Eco Plus",750,"2","4","2","4","4","2","4","4","3","3","4","3","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Personal Travel","Eco Plus",222,"2","1","0","2","1","3","2","4","4","0","4","3","4","2",0,6,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business travel","Eco",775,"2","2","2","3","2","2","2","2","1","1","3","3","2","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",16,"Personal Travel","Eco",1242,"4","5","4","2","4","4","1","4","4","2","5","5","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Eco",627,"2","2","2","2","5","3","3","2","2","2","2","4","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco Plus",290,"4","4","4","3","3","4","3","3","3","5","5","4","5","3",0,3,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business travel","Business",1009,"4","3","3","3","2","3","2","2","5","3","4","4","4","2",0,7,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Business travel","Eco",694,"1","1","1","1","1","1","2","1","3","4","4","1","3","1",0,16,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",3248,"1","5","5","5","5","4","4","1","1","1","1","2","1","2",12,12,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",3483,"4","4","4","4","4","5","4","5","5","5","5","5","5","3",3,3,"satisfied"
"Male","Loyal Customer",47,"Personal Travel","Eco",363,"4","5","4","4","4","4","4","4","5","4","4","5","5","4",6,14,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Business",2917,"4","4","4","4","4","5","5","5","5","5","5","4","5","5",0,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Business",3590,"3","3","3","3","4","5","4","4","4","4","4","5","4","4",19,3,"satisfied"
"Female","Loyal Customer",39,"Personal Travel","Eco",86,"0","5","0","1","2","0","2","2","3","3","5","4","4","2",0,0,"satisfied"
"Male","Loyal Customer",29,"Personal Travel","Eco",200,"3","5","0","2","2","0","2","2","4","4","5","5","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business travel","Eco",1846,"3","4","4","4","4","2","4","3","3","3","3","3","3","3",21,16,"neutral or dissatisfied"
"Female","Loyal Customer",9,"Personal Travel","Eco",258,"2","4","0","1","1","0","1","1","1","4","1","3","3","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Eco Plus",867,"3","3","3","4","2","3","2","2","1","3","4","2","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Business travel","Eco",182,"4","3","3","3","4","4","4","4","3","2","4","3","2","4",0,0,"satisfied"
"Female","Loyal Customer",44,"Business travel","Business",1788,"3","3","5","3","5","4","1","4","4","4","3","2","4","5",0,0,"satisfied"
"Male","Loyal Customer",25,"Business travel","Business",2028,"2","2","2","2","4","4","4","4","5","3","4","5","4","4",15,7,"satisfied"
"Female","Loyal Customer",53,"Business travel","Business",3011,"3","3","3","3","5","4","4","4","4","4","4","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",38,"Business travel","Business",1460,"2","2","2","2","3","4","5","3","3","3","3","5","3","4",6,0,"satisfied"
"Female","Loyal Customer",41,"Business travel","Business",406,"4","4","4","4","5","5","4","5","5","5","5","3","5","3",0,4,"satisfied"
"Female","disloyal Customer",58,"Business travel","Business",262,"4","5","5","4","4","2","2","3","5","5","5","2","5","2",180,174,"satisfied"
"Male","disloyal Customer",23,"Business travel","Eco",302,"2","5","2","3","3","2","5","3","1","1","4","2","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business travel","Eco",234,"4","3","1","3","4","4","4","4","2","5","4","1","4","4",56,100,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business travel","Eco",447,"1","1","2","1","1","1","1","1","4","2","4","4","4","1",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business travel","Business",551,"5","5","5","5","3","4","5","5","5","5","5","5","5","4",0,0,"satisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",229,"3","4","3","4","4","3","4","4","5","4","5","3","5","4",12,27,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Business travel","Eco",251,"1","1","1","1","1","1","1","1","2","1","3","4","3","1",32,32,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business travel","Business",2556,"1","1","1","1","2","4","5","4","4","4","4","3","4","4",0,0,"satisfied"
"Female","Loyal Customer",23,"Personal Travel","Eco Plus",1372,"3","5","3","1","1","3","1","1","3","2","3","4","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco",1249,"3","5","3","5","4","3","4","4","3","5","3","5","5","4",0,10,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",3799,"5","5","5","5","5","4","4","4","4","4","4","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",63,"Personal Travel","Eco",496,"1","4","5","3","1","5","1","1","5","4","4","3","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",846,"3","3","3","5","2","3","2","2","5","3","5","2","5","2",0,2,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Eco",192,"5","2","2","2","5","5","5","5","4","5","1","3","2","5",5,5,"satisfied"
"Male","disloyal Customer",15,"Business travel","Business",473,"3","4","3","4","4","3","4","4","2","3","3","2","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",2867,"3","4","4","4","2","3","4","3","3","3","3","4","3","3",40,56,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Personal Travel","Eco Plus",770,"5","2","5","2","3","5","3","3","4","2","2","4","3","3",0,0,"satisfied"
